,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2017050317,3773,4013,2017-05-03,17,3948
2017050318,NULL,NULL,2017-05-03,18,3983
2017050319,3943,4072,2017-05-03,19,4067
2017050320,NULL,NULL,2017-05-03,20,4061
2017050321,4112,4217,2017-05-03,21,3966
2017050322,NULL,NULL,2017-05-03,22,4025
2017050323,4213,4514,2017-05-03,23,4111
2017050324,NULL,NULL,2017-05-03,24,4267
2017050325,4319,4700,2017-05-03,25,4329
2017050326,NULL,NULL,2017-05-03,26,4470
2017050327,4433,4842,2017-05-03,27,4589
2017050328,NULL,NULL,2017-05-03,28,4803
2017050329,4451,4985,2017-05-03,29,4936
2017050330,NULL,NULL,2017-05-03,30,4934
2017050331,4470,5163,2017-05-03,31,4944
2017050332,NULL,NULL,2017-05-03,32,5077
2017050333,4491,5313,2017-05-03,33,5251
2017050334,NULL,NULL,2017-05-03,34,5380
2017050335,4580,5352,2017-05-03,35,5302
2017050336,NULL,NULL,2017-05-03,36,5144
2017050337,4673,5343,2017-05-03,37,5059
2017050338,NULL,NULL,2017-05-03,38,4920
2017050339,4770,5115,2017-05-03,39,4948
2017050340,NULL,NULL,2017-05-03,40,4662
2017050341,4452,4780,2017-05-03,41,4594
2017050342,NULL,NULL,2017-05-03,42,4434
2017050343,4144,4249,2017-05-03,43,4324
2017050344,NULL,NULL,2017-05-03,44,4187
2017050345,4403,4085,2017-05-03,45,4212
2017050346,NULL,NULL,2017-05-03,46,4095
2017050347,4180,3956,2017-05-03,47,3979
2017050348,NULL,NULL,2017-05-03,48,3757
2017050401,3960,3844,2017-05-04,1,3429
2017050402,NULL,NULL,2017-05-04,2,3228
2017050403,3747,3622,2017-05-04,3,3099
2017050404,NULL,NULL,2017-05-04,4,3178
2017050405,3731,3554,2017-05-04,5,3250
2017050406,NULL,NULL,2017-05-04,6,3338
2017050407,3715,3590,2017-05-04,7,3465
2017050408,NULL,NULL,2017-05-04,8,3417
2017050409,3701,3711,2017-05-04,9,3378
2017050410,NULL,NULL,2017-05-04,10,3500
2017050411,3963,3977,2017-05-04,11,3725
2017050412,NULL,NULL,2017-05-04,12,3940
2017050413,4227,4247,2017-05-04,13,4214
2017050414,NULL,NULL,2017-05-04,14,4254
2017050415,4491,4479,2017-05-04,15,4290
2017050416,NULL,NULL,2017-05-04,16,4302
2017050417,4788,4685,2017-05-04,17,4339
2017050418,NULL,NULL,2017-05-04,18,4342
2017050419,5078,4920,2017-05-04,19,4457
2017050420,NULL,NULL,2017-05-04,20,4477
2017050421,5353,5177,2017-05-04,21,4565
2017050422,NULL,NULL,2017-05-04,22,4824
2017050423,5639,5628,2017-05-04,23,4734
2017050424,NULL,NULL,2017-05-04,24,4829
2017050425,5917,6054,2017-05-04,25,5097
2017050426,NULL,NULL,2017-05-04,26,5513
2017050427,6192,6389,2017-05-04,27,5641
2017050428,NULL,NULL,2017-05-04,28,5944
2017050429,6306,6569,2017-05-04,29,6094
2017050430,NULL,NULL,2017-05-04,30,6217
2017050431,6412,6731,2017-05-04,31,6387
2017050432,NULL,NULL,2017-05-04,32,6526
2017050433,6514,6883,2017-05-04,33,6631
2017050434,NULL,NULL,2017-05-04,34,6610
2017050435,6551,6935,2017-05-04,35,6638
2017050436,NULL,NULL,2017-05-04,36,6884
2017050437,6582,6990,2017-05-04,37,6972
2017050438,NULL,NULL,2017-05-04,38,6987
2017050439,6615,6930,2017-05-04,39,6925
2017050440,NULL,NULL,2017-05-04,40,6925
2017050441,6442,6685,2017-05-04,41,6811
2017050442,NULL,NULL,2017-05-04,42,6572
2017050443,6261,6361,2017-05-04,43,6255
2017050444,NULL,NULL,2017-05-04,44,5820
2017050445,6593,6062,2017-05-04,45,5805
2017050446,NULL,NULL,2017-05-04,46,5750
2017050447,6409,5635,2017-05-04,47,5476
2017050448,NULL,NULL,2017-05-04,48,5328
2017050501,6204,5281,2017-05-05,1,5516
2017050502,NULL,NULL,2017-05-05,2,5363
2017050503,5975,5056,2017-05-05,3,5432
2017050504,NULL,NULL,2017-05-05,4,5383
2017050505,5877,5039,2017-05-05,5,5484
2017050506,NULL,NULL,2017-05-05,6,5447
2017050507,5577,4974,2017-05-05,7,5315
2017050508,NULL,NULL,2017-05-05,8,5247
2017050509,5456,4881,2017-05-05,9,5175
2017050510,NULL,NULL,2017-05-05,10,4969
2017050511,5363,4857,2017-05-05,11,4927
2017050512,NULL,NULL,2017-05-05,12,4949
2017050513,5265,4833,2017-05-05,13,4926
2017050514,NULL,NULL,2017-05-05,14,4633
2017050515,5165,4756,2017-05-05,15,4357
2017050516,NULL,NULL,2017-05-05,16,4266
2017050517,5197,4716,2017-05-05,17,4222
2017050518,NULL,NULL,2017-05-05,18,4150
2017050519,5215,4874,2017-05-05,19,3954
2017050520,NULL,NULL,2017-05-05,20,3743
2017050521,5219,4918,2017-05-05,21,3866
2017050522,NULL,NULL,2017-05-05,22,4043
2017050523,5457,5055,2017-05-05,23,4549
2017050524,NULL,NULL,2017-05-05,24,4887
2017050525,5510,5272,2017-05-05,25,5195
2017050526,NULL,NULL,2017-05-05,26,5292
2017050527,5562,5420,2017-05-05,27,5272
2017050528,NULL,NULL,2017-05-05,28,5407
2017050529,5647,4974,2017-05-05,29,5381
2017050530,NULL,NULL,2017-05-05,30,5206
2017050531,5729,5002,2017-05-05,31,5277
2017050532,NULL,NULL,2017-05-05,32,5313
2017050533,5804,5552,2017-05-05,33,5305
2017050534,NULL,NULL,2017-05-05,34,5276
2017050535,5823,5551,2017-05-05,35,5189
2017050536,NULL,NULL,2017-05-05,36,5291
2017050537,5840,5547,2017-05-05,37,5339
2017050538,NULL,NULL,2017-05-05,38,5133
2017050539,5855,5461,2017-05-05,39,5121
2017050540,NULL,NULL,2017-05-05,40,5154
2017050541,5625,5175,2017-05-05,41,5038
2017050542,NULL,NULL,2017-05-05,42,4974
2017050543,5196,4588,2017-05-05,43,4790
2017050544,NULL,NULL,2017-05-05,44,4801
2017050545,5010,4419,2017-05-05,45,4773
2017050546,NULL,NULL,2017-05-05,46,4673
2017050547,4991,4382,2017-05-05,47,4717
2017050548,NULL,NULL,2017-05-05,48,4529
2017050601,4971,4387,2017-05-06,1,4424
2017050602,NULL,NULL,2017-05-06,2,4397
2017050603,4948,4404,2017-05-06,3,4319
2017050604,NULL,NULL,2017-05-06,4,4218
2017050605,5193,4387,2017-05-06,5,4205
2017050606,NULL,NULL,2017-05-06,6,4154
2017050607,5239,4316,2017-05-06,7,4194
2017050608,NULL,NULL,2017-05-06,8,4227
2017050609,5281,4266,2017-05-06,9,4277
2017050610,NULL,NULL,2017-05-06,10,4404
2017050611,5361,4241,2017-05-06,11,4575
2017050612,NULL,NULL,2017-05-06,12,4514
2017050613,5433,4223,2017-05-06,13,4490
2017050614,NULL,NULL,2017-05-06,14,4419
2017050615,5498,4182,2017-05-06,15,4324
2017050616,NULL,NULL,2017-05-06,16,4182
2017050617,5502,4220,2017-05-06,17,3957
2017050618,NULL,NULL,2017-05-06,18,3849
2017050619,5502,4252,2017-05-06,19,4139
2017050620,NULL,NULL,2017-05-06,20,4163
2017050621,5505,4191,2017-05-06,21,4008
2017050622,NULL,NULL,2017-05-06,22,3826
2017050623,5353,4115,2017-05-06,23,3992
2017050624,NULL,NULL,2017-05-06,24,3929
2017050625,5194,4031,2017-05-06,25,3908
2017050626,NULL,NULL,2017-05-06,26,3945
2017050627,5035,3967,2017-05-06,27,3937
2017050628,NULL,NULL,2017-05-06,28,3805
2017050629,4860,3806,2017-05-06,29,3760
2017050630,NULL,NULL,2017-05-06,30,3823
2017050631,4681,3610,2017-05-06,31,3630
2017050632,NULL,NULL,2017-05-06,32,3388
2017050633,4493,3433,2017-05-06,33,3173
2017050634,NULL,NULL,2017-05-06,34,3072
2017050635,4228,3201,2017-05-06,35,2930
2017050636,NULL,NULL,2017-05-06,36,2807
2017050637,3963,2941,2017-05-06,37,2870
2017050638,NULL,NULL,2017-05-06,38,2938
2017050639,3703,2673,2017-05-06,39,2725
2017050640,NULL,NULL,2017-05-06,40,2608
2017050641,3289,2437,2017-05-06,41,2454
2017050642,NULL,NULL,2017-05-06,42,2425
2017050643,2912,2363,2017-05-06,43,2317
2017050644,NULL,NULL,2017-05-06,44,2173
2017050645,2205,2317,2017-05-06,45,2139
2017050646,NULL,NULL,2017-05-06,46,2091
2017050647,2032,2237,2017-05-06,47,2004
2017050648,NULL,NULL,2017-05-06,48,1835
2017050701,1862,2060,2017-05-07,1,1703
2017050702,NULL,NULL,2017-05-07,2,1641
2017050703,1693,1849,2017-05-07,3,1602
2017050704,NULL,NULL,2017-05-07,4,1657
2017050705,1625,1749,2017-05-07,5,1741
2017050706,NULL,NULL,2017-05-07,6,1722
2017050707,1568,1670,2017-05-07,7,1592
2017050708,NULL,NULL,2017-05-07,8,1569
2017050709,1520,1592,2017-05-07,9,1611
2017050710,NULL,NULL,2017-05-07,10,1578
2017050711,1506,1565,2017-05-07,11,1581
2017050712,NULL,NULL,2017-05-07,12,1594
2017050713,1496,1619,2017-05-07,13,1643
2017050714,NULL,NULL,2017-05-07,14,1736
2017050715,1495,1669,2017-05-07,15,1716
2017050716,NULL,NULL,2017-05-07,16,1725
2017050717,1452,1732,2017-05-07,17,1729
2017050718,NULL,NULL,2017-05-07,18,1713
2017050719,1425,1769,2017-05-07,19,1730
2017050720,NULL,NULL,2017-05-07,20,1735
2017050721,1412,1782,2017-05-07,21,1750
2017050722,NULL,NULL,2017-05-07,22,1774
2017050723,1436,1786,2017-05-07,23,1692
2017050724,NULL,NULL,2017-05-07,24,1731
2017050725,1475,1816,2017-05-07,25,1737
2017050726,NULL,NULL,2017-05-07,26,1766
2017050727,1527,1905,2017-05-07,27,1726
2017050728,NULL,NULL,2017-05-07,28,1784
2017050729,1652,2060,2017-05-07,29,1829
2017050730,NULL,NULL,2017-05-07,30,1931
2017050731,1794,2261,2017-05-07,31,1948
2017050732,NULL,NULL,2017-05-07,32,2035
2017050733,1950,2506,2017-05-07,33,2123
2017050734,NULL,NULL,2017-05-07,34,2246
2017050735,2124,2812,2017-05-07,35,2399
2017050736,NULL,NULL,2017-05-07,36,2512
2017050737,2313,3151,2017-05-07,37,2696
2017050738,NULL,NULL,2017-05-07,38,2787
2017050739,2512,3394,2017-05-07,39,2880
2017050740,NULL,NULL,2017-05-07,40,3036
2017050741,2546,3642,2017-05-07,41,3127
2017050742,NULL,NULL,2017-05-07,42,3309
2017050743,2616,3583,2017-05-07,43,3547
2017050744,NULL,NULL,2017-05-07,44,3662
2017050745,4472,3897,2017-05-07,45,3609
2017050746,NULL,NULL,2017-05-07,46,3763
2017050747,4549,4099,2017-05-07,47,3893
2017050748,NULL,NULL,2017-05-07,48,3977
2017050801,4627,4126,2017-05-08,1,3900
2017050802,NULL,NULL,2017-05-08,2,3782
2017050803,4707,4227,2017-05-08,3,3684
2017050804,NULL,NULL,2017-05-08,4,3690
2017050805,4757,4295,2017-05-08,5,3752
2017050806,NULL,NULL,2017-05-08,6,3831
2017050807,4805,4351,2017-05-08,7,3962
2017050808,NULL,NULL,2017-05-08,8,4002
2017050809,4851,4446,2017-05-08,9,3966
2017050810,NULL,NULL,2017-05-08,10,4073
2017050811,4930,4507,2017-05-08,11,4197
2017050812,NULL,NULL,2017-05-08,12,4311
2017050813,5003,4593,2017-05-08,13,4370
2017050814,NULL,NULL,2017-05-08,14,4520
2017050815,5077,4713,2017-05-08,15,4613
2017050816,NULL,NULL,2017-05-08,16,4668
2017050817,5053,4798,2017-05-08,17,4776
2017050818,NULL,NULL,2017-05-08,18,4687
2017050819,5029,4797,2017-05-08,19,4499
2017050820,NULL,NULL,2017-05-08,20,4415
2017050821,4991,4763,2017-05-08,21,4264
2017050822,NULL,NULL,2017-05-08,22,4080
2017050823,4812,4610,2017-05-08,23,3963
2017050824,NULL,NULL,2017-05-08,24,3900
2017050825,4633,4453,2017-05-08,25,3715
2017050826,NULL,NULL,2017-05-08,26,3577
2017050827,4457,4320,2017-05-08,27,3448
2017050828,NULL,NULL,2017-05-08,28,3288
2017050829,4370,4195,2017-05-08,29,3091
2017050830,NULL,NULL,2017-05-08,30,2920
2017050831,4280,4178,2017-05-08,31,2964
2017050832,NULL,NULL,2017-05-08,32,2858
2017050833,4193,4185,2017-05-08,33,2855
2017050834,NULL,NULL,2017-05-08,34,2875
2017050835,4217,4106,2017-05-08,35,2881
2017050836,NULL,NULL,2017-05-08,36,2859
2017050837,4244,4073,2017-05-08,37,2893
2017050838,NULL,NULL,2017-05-08,38,2891
2017050839,4274,4022,2017-05-08,39,2927
2017050840,NULL,NULL,2017-05-08,40,2920
2017050841,4084,3873,2017-05-08,41,2990
2017050842,NULL,NULL,2017-05-08,42,3001
2017050843,3902,2680,2017-05-08,43,3023
2017050844,NULL,NULL,2017-05-08,44,2873
2017050845,3419,2596,2017-05-08,45,2813
2017050846,NULL,NULL,2017-05-08,46,2706
2017050847,2891,2228,2017-05-08,47,2520
2017050848,NULL,NULL,2017-05-08,48,2303
2017050901,2388,1801,2017-05-09,1,2141
2017050902,NULL,NULL,2017-05-09,2,1948
2017050903,1925,1337,2017-05-09,3,1869
2017050904,NULL,NULL,2017-05-09,4,1614
2017050905,1602,998,2017-05-09,5,1463
2017050906,NULL,NULL,2017-05-09,6,1415
2017050907,1328,765,2017-05-09,7,1343
2017050908,NULL,NULL,2017-05-09,8,1209
2017050909,1100,615,2017-05-09,9,1149
2017050910,NULL,NULL,2017-05-09,10,1110
2017050911,1000,574,2017-05-09,11,1016
2017050912,NULL,NULL,2017-05-09,12,937
2017050913,917,547,2017-05-09,13,879
2017050914,NULL,NULL,2017-05-09,14,845
2017050915,835,496,2017-05-09,15,845
2017050916,NULL,NULL,2017-05-09,16,797
2017050917,749,440,2017-05-09,17,695
2017050918,NULL,NULL,2017-05-09,18,556
2017050919,667,410,2017-05-09,19,483
2017050920,NULL,NULL,2017-05-09,20,378
2017050921,594,383,2017-05-09,21,349
2017050922,NULL,NULL,2017-05-09,22,359
2017050923,575,429,2017-05-09,23,359
2017050924,NULL,NULL,2017-05-09,24,387
2017050925,585,511,2017-05-09,25,396
2017050926,NULL,NULL,2017-05-09,26,406
2017050927,619,612,2017-05-09,27,439
2017050928,NULL,NULL,2017-05-09,28,482
2017050929,697,703,2017-05-09,29,518
2017050930,NULL,NULL,2017-05-09,30,483
2017050931,807,801,2017-05-09,31,538
2017050932,NULL,NULL,2017-05-09,32,611
2017050933,946,918,2017-05-09,33,657
2017050934,NULL,NULL,2017-05-09,34,707
2017050935,985,956,2017-05-09,35,776
2017050936,NULL,NULL,2017-05-09,36,831
2017050937,1035,961,2017-05-09,37,866
2017050938,NULL,NULL,2017-05-09,38,877
2017050939,1093,917,2017-05-09,39,888
2017050940,NULL,NULL,2017-05-09,40,816
2017050941,958,768,2017-05-09,41,704
2017050942,NULL,NULL,2017-05-09,42,633
2017050943,845,690,2017-05-09,43,632
2017050944,NULL,NULL,2017-05-09,44,626
2017050945,481,559,2017-05-09,45,650
2017050946,NULL,NULL,2017-05-09,46,627
2017050947,432,530,2017-05-09,47,571
2017050948,NULL,NULL,2017-05-09,48,566
2017051001,390,545,2017-05-10,1,570
2017051002,NULL,NULL,2017-05-10,2,587
2017051003,355,588,2017-05-10,3,556
2017051004,NULL,NULL,2017-05-10,4,558
2017051005,351,650,2017-05-10,5,539
2017051006,NULL,NULL,2017-05-10,6,533
2017051007,355,707,2017-05-10,7,527
2017051008,NULL,NULL,2017-05-10,8,552
2017051009,353,769,2017-05-10,9,567
2017051010,NULL,NULL,2017-05-10,10,569
2017051011,328,766,2017-05-10,11,606
2017051012,NULL,NULL,2017-05-10,12,604
2017051013,305,726,2017-05-10,13,598
2017051014,NULL,NULL,2017-05-10,14,525
2017051015,287,676,2017-05-10,15,456
2017051016,NULL,NULL,2017-05-10,16,389
2017051017,282,624,2017-05-10,17,362
2017051018,NULL,NULL,2017-05-10,18,334
2017051019,270,561,2017-05-10,19,294
2017051020,NULL,NULL,2017-05-10,20,271
2017051021,270,495,2017-05-10,21,266
2017051022,NULL,NULL,2017-05-10,22,283
2017051023,284,450,2017-05-10,23,292
2017051024,NULL,NULL,2017-05-10,24,302
2017051025,297,416,2017-05-10,25,308
2017051026,NULL,NULL,2017-05-10,26,330
2017051027,308,405,2017-05-10,27,355
2017051028,NULL,NULL,2017-05-10,28,377
2017051029,335,441,2017-05-10,29,425
2017051030,NULL,NULL,2017-05-10,30,498
2017051031,365,488,2017-05-10,31,538
2017051032,NULL,NULL,2017-05-10,32,562
2017051033,401,545,2017-05-10,33,554
2017051034,NULL,NULL,2017-05-10,34,552
2017051035,470,603,2017-05-10,35,559
2017051036,NULL,NULL,2017-05-10,36,570
2017051037,563,692,2017-05-10,37,579
2017051038,NULL,NULL,2017-05-10,38,603
2017051039,685,784,2017-05-10,39,631
2017051040,NULL,NULL,2017-05-10,40,622
2017051041,817,830,2017-05-10,41,591
2017051042,NULL,NULL,2017-05-10,42,610
2017051043,980,772,2017-05-10,43,613
2017051044,NULL,NULL,2017-05-10,44,618
2017051045,980,852,2017-05-10,45,669
2017051046,NULL,NULL,2017-05-10,46,662
2017051047,1100,892,2017-05-10,47,636
2017051048,NULL,NULL,2017-05-10,48,632
2017051101,1229,987,2017-05-11,1,719
2017051102,NULL,NULL,2017-05-11,2,763
2017051103,1366,1113,2017-05-11,3,763
2017051104,NULL,NULL,2017-05-11,4,779
2017051105,1466,1275,2017-05-11,5,831
2017051106,NULL,NULL,2017-05-11,6,889
2017051107,1594,1415,2017-05-11,7,947
2017051108,NULL,NULL,2017-05-11,8,982
2017051109,1734,1587,2017-05-11,9,952
2017051110,NULL,NULL,2017-05-11,10,960
2017051111,1936,1693,2017-05-11,11,983
2017051112,NULL,NULL,2017-05-11,12,1003
2017051113,2149,1780,2017-05-11,13,1012
2017051114,NULL,NULL,2017-05-11,14,1033
2017051115,2373,1812,2017-05-11,15,1021
2017051116,NULL,NULL,2017-05-11,16,953
2017051117,2567,1748,2017-05-11,17,966
2017051118,NULL,NULL,2017-05-11,18,981
2017051119,2793,1773,2017-05-11,19,1057
2017051120,NULL,NULL,2017-05-11,20,1171
2017051121,3049,1863,2017-05-11,21,1222
2017051122,NULL,NULL,2017-05-11,22,1316
2017051123,3202,2001,2017-05-11,23,1392
2017051124,NULL,NULL,2017-05-11,24,1453
2017051125,3389,2130,2017-05-11,25,1531
2017051126,NULL,NULL,2017-05-11,26,1590
2017051127,3612,2349,2017-05-11,27,1627
2017051128,NULL,NULL,2017-05-11,28,1748
2017051129,3769,2490,2017-05-11,29,1951
2017051130,NULL,NULL,2017-05-11,30,2121
2017051131,3931,2590,2017-05-11,31,2142
2017051132,NULL,NULL,2017-05-11,32,2149
2017051133,4101,2712,2017-05-11,33,2286
2017051134,NULL,NULL,2017-05-11,34,2352
2017051135,4327,2726,2017-05-11,35,2368
2017051136,NULL,NULL,2017-05-11,36,2432
2017051137,4563,2800,2017-05-11,37,2572
2017051138,NULL,NULL,2017-05-11,38,2671
2017051139,4804,3025,2017-05-11,39,2788
2017051140,NULL,NULL,2017-05-11,40,2860
2017051141,4935,3369,2017-05-11,41,3109
2017051142,NULL,NULL,2017-05-11,42,3157
2017051143,5058,3412,2017-05-11,43,3121
2017051144,NULL,NULL,2017-05-11,44,3214
2017051145,4747,3748,2017-05-11,45,3281
2017051146,NULL,NULL,2017-05-11,46,3211
2017051147,4410,3815,2017-05-11,47,3224
2017051148,NULL,NULL,2017-05-11,48,3128
2017051201,4049,3711,2017-05-12,1,2910
2017051202,NULL,NULL,2017-05-12,2,2754
2017051203,3683,3446,2017-05-12,3,2643
2017051204,NULL,NULL,2017-05-12,4,2554
2017051205,3404,3153,2017-05-12,5,2496
2017051206,NULL,NULL,2017-05-12,6,2584
2017051207,3119,2886,2017-05-12,7,2569
2017051208,NULL,NULL,2017-05-12,8,2490
2017051209,2834,2641,2017-05-12,9,2536
2017051210,NULL,NULL,2017-05-12,10,2554
2017051211,2664,2514,2017-05-12,11,2525
2017051212,NULL,NULL,2017-05-12,12,2535
2017051213,2507,2423,2017-05-12,13,2535
2017051214,NULL,NULL,2017-05-12,14,2501
2017051215,2366,2372,2017-05-12,15,2507
2017051216,NULL,NULL,2017-05-12,16,2461
2017051217,2310,2274,2017-05-12,17,2409
2017051218,NULL,NULL,2017-05-12,18,2399
2017051219,2262,2267,2017-05-12,19,2374
2017051220,NULL,NULL,2017-05-12,20,2389
2017051221,2220,2283,2017-05-12,21,2474
2017051222,NULL,NULL,2017-05-12,22,2471
2017051223,2213,2418,2017-05-12,23,2507
2017051224,NULL,NULL,2017-05-12,24,2507
2017051225,2239,2491,2017-05-12,25,2470
2017051226,NULL,NULL,2017-05-12,26,2371
2017051227,2281,2526,2017-05-12,27,2503
2017051228,NULL,NULL,2017-05-12,28,2578
2017051229,2251,2161,2017-05-12,29,2555
2017051230,NULL,NULL,2017-05-12,30,2517
2017051231,2232,1958,2017-05-12,31,2436
2017051232,NULL,NULL,2017-05-12,32,2429
2017051233,2219,2148,2017-05-12,33,2500
2017051234,NULL,NULL,2017-05-12,34,2465
2017051235,2174,2176,2017-05-12,35,2561
2017051236,NULL,NULL,2017-05-12,36,2497
2017051237,2121,2259,2017-05-12,37,2413
2017051238,NULL,NULL,2017-05-12,38,2209
2017051239,2080,2271,2017-05-12,39,2230
2017051240,NULL,NULL,2017-05-12,40,2252
2017051241,2104,2279,2017-05-12,41,2388
2017051242,NULL,NULL,2017-05-12,42,2349
2017051243,2138,2808,2017-05-12,43,2246
2017051244,NULL,NULL,2017-05-12,44,2238
2017051245,2244,3023,2017-05-12,45,2367
2017051246,NULL,NULL,2017-05-12,46,2434
2017051247,2218,3058,2017-05-12,47,2311
2017051248,NULL,NULL,2017-05-12,48,2289
2017051301,2194,3024,2017-05-13,1,2442
2017051302,NULL,NULL,2017-05-13,2,2343
2017051303,2175,2960,2017-05-13,3,2248
2017051304,NULL,NULL,2017-05-13,4,2133
2017051305,2103,2957,2017-05-13,5,2176
2017051306,NULL,NULL,2017-05-13,6,2211
2017051307,2038,2974,2017-05-13,7,2194
2017051308,NULL,NULL,2017-05-13,8,2117
2017051309,1980,3064,2017-05-13,9,2036
2017051310,NULL,NULL,2017-05-13,10,1948
2017051311,2054,3264,2017-05-13,11,2037
2017051312,NULL,NULL,2017-05-13,12,2067
2017051313,2133,3455,2017-05-13,13,2083
2017051314,NULL,NULL,2017-05-13,14,2308
2017051315,2216,3562,2017-05-13,15,2615
2017051316,NULL,NULL,2017-05-13,16,2736
2017051317,2355,3554,2017-05-13,17,2845
2017051318,NULL,NULL,2017-05-13,18,2685
2017051319,2511,3607,2017-05-13,19,2567
2017051320,NULL,NULL,2017-05-13,20,2695
2017051321,2680,3652,2017-05-13,21,2952
2017051322,NULL,NULL,2017-05-13,22,2928
2017051323,2828,3826,2017-05-13,23,2866
2017051324,NULL,NULL,2017-05-13,24,2757
2017051325,2996,4094,2017-05-13,25,2723
2017051326,NULL,NULL,2017-05-13,26,2931
2017051327,3186,4279,2017-05-13,27,3202
2017051328,NULL,NULL,2017-05-13,28,3702
2017051329,3320,4354,2017-05-13,29,3894
2017051330,NULL,NULL,2017-05-13,30,4160
2017051331,3468,4329,2017-05-13,31,4508
2017051332,NULL,NULL,2017-05-13,32,4425
2017051333,3625,4347,2017-05-13,33,4468
2017051334,NULL,NULL,2017-05-13,34,4436
2017051335,3627,4495,2017-05-13,35,4480
2017051336,NULL,NULL,2017-05-13,36,4596
2017051337,3633,4721,2017-05-13,37,4316
2017051338,NULL,NULL,2017-05-13,38,4080
2017051339,3644,4814,2017-05-13,39,3907
2017051340,NULL,NULL,2017-05-13,40,3973
2017051341,3716,4812,2017-05-13,41,3842
2017051342,NULL,NULL,2017-05-13,42,3659
2017051343,3798,4672,2017-05-13,43,3725
2017051344,NULL,NULL,2017-05-13,44,3933
2017051345,5064,4967,2017-05-13,45,4030
2017051346,NULL,NULL,2017-05-13,46,4089
2017051347,5256,5011,2017-05-13,47,3605
2017051348,NULL,NULL,2017-05-13,48,3137
2017051401,5445,4833,2017-05-14,1,2993
2017051402,NULL,NULL,2017-05-14,2,3018
2017051403,5633,4657,2017-05-14,3,2972
2017051404,NULL,NULL,2017-05-14,4,3297
2017051405,5552,4374,2017-05-14,5,3457
2017051406,NULL,NULL,2017-05-14,6,3498
2017051407,5456,4170,2017-05-14,7,3729
2017051408,NULL,NULL,2017-05-14,8,4089
2017051409,5347,3963,2017-05-14,9,3933
2017051410,NULL,NULL,2017-05-14,10,3685
2017051411,4984,3801,2017-05-14,11,3624
2017051412,NULL,NULL,2017-05-14,12,3302
2017051413,4614,3572,2017-05-14,13,3384
2017051414,NULL,NULL,2017-05-14,14,3469
2017051415,4244,3318,2017-05-14,15,3272
2017051416,NULL,NULL,2017-05-14,16,3334
2017051417,4066,3078,2017-05-14,17,3442
2017051418,NULL,NULL,2017-05-14,18,3225
2017051419,3888,2926,2017-05-14,19,3008
2017051420,NULL,NULL,2017-05-14,20,2923
2017051421,3718,2856,2017-05-14,21,2896
2017051422,NULL,NULL,2017-05-14,22,2909
2017051423,3627,2904,2017-05-14,23,3045
2017051424,NULL,NULL,2017-05-14,24,3125
2017051425,3550,2916,2017-05-14,25,2899
2017051426,NULL,NULL,2017-05-14,26,3051
2017051427,3489,2914,2017-05-14,27,2815
2017051428,NULL,NULL,2017-05-14,28,2990
2017051429,3415,2996,2017-05-14,29,3029
2017051430,NULL,NULL,2017-05-14,30,3005
2017051431,3350,3069,2017-05-14,31,3118
2017051432,NULL,NULL,2017-05-14,32,3278
2017051433,3294,3090,2017-05-14,33,3126
2017051434,NULL,NULL,2017-05-14,34,3204
2017051435,3100,3033,2017-05-14,35,3204
2017051436,NULL,NULL,2017-05-14,36,3325
2017051437,2917,2931,2017-05-14,37,3433
2017051438,NULL,NULL,2017-05-14,38,3277
2017051439,2745,2840,2017-05-14,39,3076
2017051440,NULL,NULL,2017-05-14,40,3032
